,CZ,DE,GR,RO,RS
2016-06-23,7309.791666666667,58914.354166666664,7390.0,7148.5,4173.666666666667
2016-06-24,7230.75,58657.65625,7384.875,6997.875,4162.0
2016-06-25,6240.0,49820.072916666664,6742.583333333333,6469.5,3970.5416666666665
2016-06-26,5921.291666666667,44584.666666666664,5997.833333333333,5833.0,3788.875
2016-06-27,7125.0,57698.65625,7033.875,6726.25,3946.5416666666665
2016-06-28,7199.166666666667,58561.010416666664,7010.875,6675.875,3733.7916666666665
2016-06-29,7312.041666666667,59468.052083333336,6521.625,6451.5,3884.125
2016-06-30,7312.333333333333,58971.302083333336,6883.166666666667,6694.708333333333,3965.9166666666665
2016-07-01,7149.166666666667,57947.864583333336,7018.333333333333,6662.875,4007.125
2016-07-02,6084.5,49565.604166666664,6599.875,6202.708333333333,3946.125
2016-07-03,5692.083333333333,44388.614583333336,6088.791666666667,5576.25,3746.8333333333335
2016-07-04,6183.791666666667,56905.28125,6908.166666666667,6407.583333333333,3901.9583333333335
2016-07-05,5805.666666666667,59560.885416666664,7112.166666666667,6526.0,3839.5833333333335
2016-07-06,5798.458333333333,59263.875,7112.75,6604.541666666667,3863.7083333333335
2016-07-07,6625.583333333333,58330.520833333336,6857.5,6484.625,3772.0416666666665
2016-07-08,6677.541666666667,58464.395833333336,6687.0,6394.75,3814.5
2016-07-09,5899.208333333333,49425.677083333336,6412.666666666667,6033.416666666667,3726.125
2016-07-10,5817.916666666667,45405.0,6192.416666666667,5493.416666666667,3551.9583333333335
2016-07-11,7071.708333333333,58278.25,6870.625,6472.75,3903.2083333333335
2016-07-12,7103.791666666667,59014.177083333336,6980.333333333333,6723.541666666667,3961.375
2016-07-13,7047.583333333333,57864.239583333336,7348.125,6777.75,4126.791666666667
2016-07-14,6984.583333333333,58441.020833333336,7709.291666666667,6910.833333333333,3910.4583333333335
2016-07-15,6756.208333333333,57383.114583333336,7745.708333333333,6770.583333333333,3693.7916666666665
2016-07-16,5830.666666666667,48560.239583333336,6764.416666666667,6189.0,3500.4166666666665
2016-07-17,5714.291666666667,44623.927083333336,6122.083333333333,5625.375,3376.7916666666665
2016-07-18,6865.458333333333,56798.447916666664,6503.791666666667,6351.291666666667,3643.5833333333335
2016-07-19,6977.416666666667,58279.96875,6564.958333333333,6518.541666666667,3692.4166666666665
2016-07-20,6979.791666666667,59263.583333333336,6434.5,6338.083333333333,3716.5833333333335
2016-07-21,7010.0,59025.34375,6756.208333333333,6508.208333333333,3757.4583333333335
2016-07-22,6883.083333333333,57707.822916666664,7038.0,6544.458333333333,3892.1666666666665
2016-07-23,5908.333333333333,48853.291666666664,6709.916666666667,6195.833333333333,3848.5416666666665
2016-07-24,5742.083333333333,44529.25,6369.708333333333,5673.375,3740.2083333333335
2016-07-25,6834.75,57072.09375,7093.625,6612.416666666667,3936.7083333333335
2016-07-26,6946.25,58124.645833333336,7112.333333333333,6833.916666666667,3767.0833333333335
2016-07-27,6915.166666666667,57983.052083333336,7022.833333333333,6822.0,3923.75
2016-07-28,6885.708333333333,57464.666666666664,7126.173913043478,6906.25,3942.625
2016-07-29,6660.416666666667,56292.604166666664,7222.125,6828.791666666667,3858.875
2016-07-30,5855.458333333333,48099.46875,6983.791666666667,6329.0,3760.5833333333335
2016-07-31,5683.375,43938.208333333336,6484.833333333333,5802.208333333333,3706.8333333333335
2016-08-01,6511.625,54805.34375,7396.208333333333,6639.916666666667,3825.7916666666665
2016-08-02,6567.291666666667,56759.791666666664,7576.666666666667,6655.75,3621.9166666666665
2016-08-03,6614.208333333333,57678.541666666664,7268.333333333333,6519.625,3733.2916666666665
2016-08-04,6724.916666666667,57585.666666666664,7150.25,6569.958333333333,3799.0
2016-08-05,6558.416666666667,55553.3125,7142.083333333333,6649.0,3951.5
2016-08-06,5673.833333333333,47273.09375,6832.333333333333,6033.5,3664.5833333333335
2016-08-07,5579.916666666667,43186.104166666664,6295.583333333333,5612.125,3463.25
2016-08-08,6764.208333333333,55796.395833333336,6741.083333333333,6316.666666666667,3660.1666666666665
2016-08-09,6848.333333333333,56205.291666666664,6435.125,6431.0,3752.7083333333335
2016-08-10,6844.916666666667,56113.197916666664,6532.0,6494.708333333333,3822.4166666666665
2016-08-11,6816.0,55809.59375,6840.375,6485.666666666667,3690.0416666666665
2016-08-12,6669.708333333333,55742.354166666664,6385.791666666667,6059.541666666667,3643.125
2016-08-13,5823.291666666667,48158.104166666664,5373.083333333333,5596.416666666667,3578.9583333333335
2016-08-14,5731.75,43543.635416666664,4864.833333333333,5048.666666666667,3432.75
2016-08-15,6888.75,53260.895833333336,4649.166666666667,5152.375,3673.5416666666665
2016-08-16,7010.416666666667,55905.385416666664,5613.25,6079.291666666667,3782.1666666666665
2016-08-17,7029.083333333333,55869.40625,6172.708333333333,6201.5,3795.1666666666665
2016-08-18,7038.041666666667,56513.9375,6381.458333333333,6206.041666666667,3754.0
2016-08-19,6927.833333333333,55859.9375,6347.833333333333,6200.291666666667,3686.3333333333335
2016-08-20,6002.958333333333,48626.177083333336,6008.541666666667,5845.041666666667,3698.75
2016-08-21,5848.041666666667,44067.333333333336,5707.083333333333,5425.166666666667,3588.3333333333335
2016-08-22,6997.625,56773.552083333336,6619.416666666667,6343.291666666667,3684.2916666666665
2016-08-23,7148.5,57718.760416666664,6361.541666666667,6442.833333333333,3742.9583333333335
2016-08-24,7225.666666666667,58097.65625,5906.583333333333,6448.541666666667,3757.75
2016-08-25,7226.208333333333,58632.427083333336,5934.583333333333,6379.125,3761.7083333333335
2016-08-26,7073.208333333333,58049.447916666664,5717.083333333333,6277.25,3761.0
2016-08-27,6069.5,49759.395833333336,5452.708333333333,5864.458333333333,3650.0833333333335
2016-08-28,5982.416666666667,45541.677083333336,5230.0,5333.25,3414.0416666666665
2016-08-29,7228.666666666667,57182.333333333336,6091.666666666667,6185.25,3757.2916666666665
2016-08-30,7225.75,57592.833333333336,6409.791666666667,6554.958333333333,3820.2083333333335
2016-08-31,7225.458333333333,57715.25,6445.625,6463.333333333333,3824.875
2016-09-01,7254.333333333333,57986.833333333336,6323.333333333333,6387.833333333333,3804.875
2016-09-02,7145.291666666667,56883.979166666664,6075.416666666667,6373.833333333333,3767.5
2016-09-03,6098.25,47988.5625,5367.166666666667,5930.583333333333,3633.0416666666665
2016-09-04,6028.041666666667,45169.979166666664,5070.208333333333,5390.125,3496.4583333333335
2016-09-05,7190.708333333333,56889.28125,5835.333333333333,6343.958333333333,3729.2083333333335
2016-09-06,7256.291666666667,57380.5,5875.833333333333,6538.25,3725.8333333333335
2016-09-07,7369.083333333333,57849.791666666664,5551.041666666667,6563.791666666667,3752.125
2016-09-08,7353.791666666667,58659.916666666664,5761.333333333333,6481.958333333333,3734.6666666666665
2016-09-09,7208.625,57362.166666666664,5669.291666666667,6550.708333333333,3769.125
2016-09-10,6197.083333333333,48041.989583333336,5338.041666666667,6098.916666666667,3685.75
2016-09-11,6065.125,44242.34375,4987.458333333333,5545.333333333333,3561.4166666666665
2016-09-12,7384.083333333333,57285.489583333336,5471.625,6336.5,3778.125
2016-09-13,7459.958333333333,58912.166666666664,5571.083333333333,6477.75,3794.5
2016-09-14,7480.416666666667,58740.697916666664,5598.791666666667,6412.125,3772.6666666666665
2016-09-15,7378.833333333333,58917.65625,5723.541666666667,6515.291666666667,3782.8333333333335
2016-09-16,7240.583333333333,57032.09375,5763.833333333333,6522.375,3804.2083333333335
2016-09-17,6184.083333333333,48433.666666666664,5485.666666666667,6021.875,3683.3333333333335
2016-09-18,5945.416666666667,44721.9375,5209.416666666667,5433.041666666667,3536.75
2016-09-19,7198.75,56246.458333333336,5559.583333333333,6329.625,3691.9166666666665
2016-09-20,7249.583333333333,57465.364583333336,5382.666666666667,6384.333333333333,3778.6666666666665
2016-09-21,7354.791666666667,57271.979166666664,5455.166666666667,6342.25,3702.4583333333335
2016-09-22,7337.083333333333,57169.958333333336,5408.375,6335.25,3823.0833333333335
2016-09-23,7240.125,56781.40625,5109.875,6326.708333333333,3867.5416666666665
2016-09-24,6269.708333333333,47945.135416666664,4945.708333333333,5880.5,3784.875
2016-09-25,6090.125,44327.34375,4610.333333333333,5431.541666666667,3719.7916666666665
2016-09-26,7306.916666666667,56973.072916666664,5134.708333333333,6319.0,3954.3333333333335
2016-09-27,7422.833333333333,58589.3125,5238.625,6466.416666666667,3962.375
2016-09-28,6658.166666666667,59704.552083333336,5172.0,6510.833333333333,4030.375
2016-09-29,7248.541666666667,60087.03125,5216.791666666667,6524.041666666667,4015.0416666666665
2016-09-30,7048.791666666667,58637.708333333336,5272.375,6399.125,3974.75
2016-10-01,6204.333333333333,49137.885416666664,5114.666666666667,5842.25,3843.4166666666665
2016-10-02,6180.0,44764.28125,4810.0,5397.166666666667,3711.875
2016-10-03,7484.833333333333,45604.864583333336,5282.583333333333,6404.958333333333,3949.0
2016-10-04,7741.458333333333,58957.041666666664,5400.125,6540.416666666667,4025.75
2016-10-05,7898.434782608696,60898.802083333336,5209.416666666667,6602.416666666667,4260.916666666667
2016-10-06,7952.75,62203.510416666664,5415.458333333333,6755.875,4420.666666666667
2016-10-07,7718.583333333333,60878.270833333336,5293.583333333333,6810.666666666667,4593.5
2016-10-08,6789.833333333333,51579.739583333336,4890.291666666667,6531.333333333333,4470.083333333333
2016-10-09,6592.041666666667,47508.260416666664,4694.583333333333,5797.083333333333,4399.958333333333
2016-10-10,7809.75,60234.114583333336,5200.5,6796.166666666667,4757.833333333333
2016-10-11,8025.916666666667,61969.645833333336,5356.125,7208.916666666667,4802.791666666667
2016-10-12,8105.375,62192.614583333336,5123.208333333333,7225.25,4830.5
2016-10-13,8124.833333333333,62766.270833333336,5142.791666666667,7104.291666666667,4707.833333333333
2016-10-14,8002.416666666667,61633.447916666664,5212.125,6959.291666666667,4605.125
2016-10-15,6840.5,52081.947916666664,4507.363636363636,6628.583333333333,4436.375
2016-10-16,6574.041666666667,46893.90625,4860.666666666667,6254.708333333333,4349.291666666667
2016-10-17,7992.333333333333,60085.677083333336,5024.125,7123.208333333333,4595.5
2016-10-18,8083.791666666667,61974.645833333336,5134.166666666667,7166.208333333333,4672.041666666667
2016-10-19,8108.583333333333,62529.71875,5412.375,7270.25,4747.083333333333
2016-10-20,8099.041666666667,62784.59375,5400.208333333333,7212.583333333333,4685.5
2016-10-21,7974.958333333333,61588.895833333336,5458.333333333333,7230.375,4709.416666666667
2016-10-22,6951.166666666667,51978.010416666664,5327.583333333333,6749.916666666667,4562.625
2016-10-23,6762.583333333333,47634.895833333336,4722.0,6122.5,4382.125
2016-10-24,7946.375,61261.604166666664,5077.958333333333,7028.958333333333,4505.166666666667
2016-10-25,8006.291666666667,62099.864583333336,5057.041666666667,7209.083333333333,4483.666666666667
2016-10-26,8014.333333333333,61700.604166666664,5182.833333333333,7220.416666666667,4652.375
2016-10-27,7909.416666666667,62183.395833333336,5174.833333333333,7203.208333333333,4614.375
2016-10-28,6860.136363636364,61647.15625,4558.181818181818,7224.875,4771.25
2016-10-29,6649.833333333333,51809.895833333336,5039.541666666667,6757.833333333333,4752.916666666667
2016-10-30,6734.375,46878.38,4956.608695652174,6036.16,4834.36
2016-10-31,8067.666666666667,54910.895833333336,5344.583333333333,7087.583333333333,4749.041666666667
2016-11-01,8172.0,53760.125,5480.041666666667,7187.291666666667,4858.958333333333
2016-11-02,8257.625,63358.260416666664,5527.791666666667,7241.208333333333,4827.791666666667
2016-11-03,8386.416666666666,64944.635416666664,5467.416666666667,7362.916666666667,4974.291666666667
2016-11-04,8340.916666666666,63015.447916666664,5486.083333333333,7294.916666666667,4949.5
2016-11-05,7261.0,54502.822916666664,5148.0,6764.083333333333,4774.666666666667
2016-11-06,7045.833333333333,50356.53125,4684.583333333333,6260.625,4477.791666666667
2016-11-07,8255.666666666666,63258.09375,5006.791666666667,7148.458333333333,4706.583333333333
2016-11-08,8433.583333333334,65134.677083333336,5028.291666666667,7355.541666666667,4768.583333333333
2016-11-09,8527.166666666666,65623.01041666667,5133.916666666667,7488.916666666667,4961.583333333333
2016-11-10,7629.375,65509.8125,5205.583333333333,7447.708333333333,4917.541666666667
2016-11-11,,65054.15625,5214.083333333333,7339.208333333333,4702.958333333333
2016-11-12,,56209.447916666664,5055.541666666667,7063.75,4783.916666666667
2016-11-13,,52199.270833333336,4786.458333333333,6490.833333333333,4830.833333333333
2016-11-14,9112.5,65025.895833333336,5394.086956521739,7509.291666666667,5171.041666666667
2016-11-15,8979.583333333334,66924.09375,5845.708333333333,7737.083333333333,5365.791666666667
2016-11-16,8788.208333333334,65891.21875,5863.375,7693.583333333333,5337.375
2016-11-17,7778.625,65672.39583333333,5990.458333333333,7616.75,5232.041666666667
2016-11-18,7756.666666666667,64607.125,5969.333333333333,7501.958333333333,5091.625
2016-11-19,7152.791666666667,55600.083333333336,5746.25,7033.166666666667,4899.25
2016-11-20,6979.708333333333,51489.78125,5248.208333333333,6414.416666666667,4734.75
2016-11-21,8192.833333333334,64094.010416666664,5643.5,7305.666666666667,4799.875
2016-11-22,8240.375,64518.416666666664,5811.083333333333,7610.916666666667,4963.458333333333
2016-11-23,8277.75,64252.135416666664,5960.5,7606.333333333333,4837.333333333333
2016-11-24,8311.478260869566,65200.125,6065.416666666667,7612.083333333333,5073.708333333333
2016-11-25,8273.208333333334,64372.822916666664,6114.791666666667,7625.666666666667,4930.916666666667
2016-11-26,7310.0,55711.65625,5917.958333333333,7185.125,4973.666666666667
2016-11-27,7187.583333333333,51375.020833333336,5476.666666666667,6584.875,4824.125
2016-11-28,8743.708333333334,65181.3125,5785.083333333333,7485.625,5167.5
2016-11-29,8960.625,67722.90625,6191.0,7720.916666666667,5444.25
2016-11-30,9192.416666666666,68314.5625,6270.375,7131.541666666667,5567.25
2016-12-01,9047.833333333334,67652.375,6519.166666666667,7068.5,5557.625
2016-12-02,8702.583333333334,65670.23958333333,6408.5,7244.666666666667,5437.416666666667
2016-12-03,7911.458333333333,56380.46875,6188.125,7076.75,5296.708333333333
2016-12-04,7887.166666666667,53345.052083333336,5853.25,6624.583333333333,5227.041666666667
2016-12-05,9379.75,64054.0,6181.666666666667,7795.708333333333,5609.416666666667
2016-12-06,9418.625,68594.6875,6569.583333333333,7859.083333333333,5601.375
2016-12-07,9342.5,69590.03125,6383.416666666667,8039.791666666667,5754.208333333333
2016-12-08,9212.625,67727.13541666667,6398.208333333333,8117.375,6040.458333333333
2016-12-09,9015.916666666666,65494.979166666664,6526.125,7988.208333333333,5918.833333333333
2016-12-10,7736.083333333333,55530.90625,6162.666666666667,7420.291666666667,5591.583333333333
2016-12-11,7583.958333333333,52469.239583333336,5717.916666666667,6678.208333333333,5321.625
2016-12-12,8809.916666666666,64997.791666666664,6053.875,7731.875,5668.333333333333
2016-12-13,9086.416666666666,66533.33333333333,6368.208333333333,8055.291666666667,5733.5
2016-12-14,9087.333333333334,65918.32291666667,6843.833333333333,8155.75,5860.416666666667
2016-12-15,9089.75,66436.64583333333,6962.625,8141.625,5884.625
2016-12-16,8919.375,65073.427083333336,7004.833333333333,8176.208333333333,5849.416666666667
2016-12-17,8017.541666666667,56587.4375,6657.521739130435,7737.958333333333,5727.916666666667
2016-12-18,7805.083333333333,52373.260416666664,6558.5,7124.583333333333,5732.083333333333
2016-12-19,8827.0,63784.489583333336,7149.541666666667,8224.25,5871.958333333333
2016-12-20,8972.125,65118.239583333336,7177.375,8361.5,6018.166666666667
2016-12-21,8843.25,65150.895833333336,6869.875,8174.333333333333,6019.875
2016-12-22,8572.958333333334,63082.760416666664,6891.0,8121.208333333333,6128.166666666667
2016-12-23,7962.791666666667,58582.239583333336,6765.458333333333,7807.583333333333,6175.333333333333
2016-12-24,6701.708333333333,50163.09375,6090.791666666667,7177.791666666667,5890.708333333333
2016-12-25,6211.25,46404.833333333336,5717.416666666667,6280.791666666667,5626.833333333333
2016-12-26,6199.375,46664.135416666664,5497.0,6237.791666666667,5858.208333333333
2016-12-27,6923.125,53604.6875,6216.25,6826.0,5718.958333333333
2016-12-28,7011.791666666667,53354.84375,6379.208333333333,7239.5,5780.666666666667
2016-12-29,7143.0,53026.5,6738.0,7253.208333333333,5861.458333333333
2016-12-30,7219.833333333333,53046.416666666664,6804.625,7191.125,5927.208333333333
2016-12-31,6822.625,49918.302083333336,7050.166666666667,6890.5,5899.291666666667
2017-01-01,6666.0,47169.1875,5950.583333333333,6113.291666666667,5298.375
2017-01-02,8562.333333333334,59658.489583333336,6328.375,6372.166666666667,5442.291666666667
2017-01-03,8963.0,63900.09375,6671.041666666667,7389.333333333333,5578.625
2017-01-04,8984.0,63698.864583333336,6671.666666666667,7686.458333333333,5749.833333333333
2017-01-05,9137.666666666666,64151.270833333336,6514.125,7843.0,5839.833333333333
2017-01-06,9328.291666666666,62058.0625,6021.416666666667,7780.333333333333,6041.625
2017-01-07,8601.041666666666,58561.3125,6984.041666666667,7456.791666666667,5852.666666666667
2017-01-08,8331.541666666666,53427.135416666664,6968.416666666667,7300.25,6066.583333333333
2017-01-09,9472.875,66146.09375,7973.958333333333,8316.083333333334,6484.75
2017-01-10,9585.666666666666,68187.70833333333,7840.708333333333,8605.666666666666,6736.916666666667
2017-01-11,9777.5,68749.375,7603.833333333333,8480.208333333334,6719.333333333333
2017-01-12,9402.375,67380.22916666667,7213.583333333333,8512.791666666666,6686.208333333333
2017-01-13,9060.541666666666,67182.4375,7174.916666666667,8344.458333333334,6366.791666666667
2017-01-14,8068.0,58155.239583333336,6588.916666666667,7736.625,5851.208333333333
2017-01-15,7866.041666666667,53716.166666666664,6254.75,7120.583333333333,5767.75
2017-01-16,9190.208333333334,66452.19791666667,6919.875,8183.041666666667,6184.625
2017-01-17,9384.25,68455.125,7060.958333333333,8353.875,6179.083333333333
2017-01-18,9527.958333333334,68885.11458333333,6948.166666666667,8270.916666666666,6172.541666666667
2017-01-19,9843.041666666666,69157.57291666667,6875.416666666667,8322.041666666666,6178.0
2017-01-20,9761.916666666666,67761.1875,6781.625,8373.5,6064.0
2017-01-21,8769.25,58588.260416666664,6526.25,7974.208333333333,6055.833333333333
2017-01-22,8428.416666666666,54657.21875,6131.916666666667,7195.0,6044.541666666667
2017-01-23,9708.083333333334,68292.04166666667,6979.791666666667,7885.958333333333,6386.666666666667
2017-01-24,9845.375,69435.04166666667,7307.625,7802.375,6440.333333333333
2017-01-25,9748.875,69330.69791666667,7196.041666666667,8390.291666666666,6422.75
2017-01-26,9663.125,68877.35416666667,7299.625,8323.416666666666,6329.25
2017-01-27,9581.75,68102.07291666667,7339.333333333333,8446.875,6176.291666666667
2017-01-28,8478.916666666666,58530.802083333336,6983.041666666667,7867.5,6117.125
2017-01-29,8307.833333333334,54194.0,6593.0,7210.833333333333,6003.875
2017-01-30,9670.583333333334,66769.44791666667,7150.0,8056.041666666667,6225.708333333333
2017-01-31,9685.166666666666,67125.64583333333,7305.458333333333,8225.208333333334,6108.0
2017-02-01,9525.708333333334,67506.32291666667,7137.041666666667,8158.666666666667,5845.666666666667
2017-02-02,9425.416666666666,67190.94791666667,6871.666666666667,8013.375,5615.75
2017-02-03,9083.958333333334,65369.729166666664,6429.666666666667,7885.458333333333,5349.708333333333
2017-02-04,7907.625,56291.59375,5896.875,7248.791666666667,5089.833333333333
2017-02-05,7588.208333333333,51630.375,5402.458333333333,6655.416666666667,4814.541666666667
2017-02-06,8950.708333333334,65059.739583333336,5716.916666666667,7697.5,5157.833333333333
2017-02-07,9119.5,67516.69791666667,6292.958333333333,8023.125,5367.041666666667
2017-02-08,9265.541666666666,67674.61458333333,6326.333333333333,8129.416666666667,5477.208333333333
2017-02-09,9333.916666666666,68069.46875,6339.833333333333,8213.166666666666,5574.583333333333
2017-02-10,9118.666666666666,67715.8125,6344.333333333333,8086.208333333333,5653.583333333333
2017-02-11,7984.625,57796.125,6090.0,7670.958333333333,5617.125
2017-02-12,7734.083333333333,53403.09375,6018.458333333333,7097.625,5501.291666666667
2017-02-13,8971.833333333334,66890.88541666667,6838.958333333333,8115.5,5800.416666666667
2017-02-14,9066.958333333334,66958.42708333333,6752.75,8239.875,5812.791666666667
2017-02-15,9009.291666666666,65998.38541666667,6657.166666666667,8080.25,5484.708333333333
2017-02-16,8909.25,65920.63541666667,6368.708333333333,8062.416666666667,5472.416666666667
2017-02-17,8846.75,65065.5,6573.958333333333,7968.625,5529.875
2017-02-18,7971.041666666667,55397.34375,6123.958333333333,7305.166666666667,5388.458333333333
2017-02-19,7711.708333333333,51881.03125,5629.416666666667,6813.416666666667,5396.5
2017-02-20,8884.166666666666,65223.15625,5960.291666666667,7865.875,5643.291666666667
2017-02-21,8859.625,65473.9375,6111.5,7893.708333333333,5534.083333333333
2017-02-22,8796.083333333334,66261.36458333333,5929.375,7604.125,5236.666666666667
2017-02-23,8635.125,65680.07291666667,5769.041666666667,7542.0,5022.625
2017-02-24,8509.0,63893.958333333336,5560.25,7360.708333333333,5014.666666666667
2017-02-25,7425.166666666667,55219.822916666664,5493.416666666667,7036.208333333333,5045.916666666667
2017-02-26,7203.208333333333,50290.885416666664,5373.875,6364.166666666667,4859.166666666667
2017-02-27,8241.666666666666,61234.145833333336,5147.083333333333,7193.041666666667,4876.583333333333
2017-02-28,8315.833333333334,64211.4375,5761.75,7243.333333333333,4657.875
2017-03-01,8273.291666666666,64869.020833333336,5642.375,7147.666666666667,4829.541666666667
2017-03-02,8233.166666666666,64901.145833333336,5502.916666666667,7200.041666666667,4857.958333333333
2017-03-03,8094.375,62890.65625,5721.083333333333,7149.458333333333,4796.958333333333
2017-03-04,6942.541666666667,52889.885416666664,5514.5,6633.583333333333,4560.833333333333
2017-03-05,6759.375,49886.90625,5155.541666666667,6031.458333333333,4453.166666666667
2017-03-06,8100.291666666667,63051.677083333336,5501.75,6983.791666666667,4759.375
2017-03-07,8297.583333333334,64655.78125,5622.916666666667,7144.833333333333,4894.458333333333
2017-03-08,8258.666666666666,65630.39583333333,5874.625,7122.0,5033.208333333333
2017-03-09,8354.75,64811.0,6017.375,7153.541666666667,4882.083333333333
2017-03-10,8242.125,60885.510416666664,6106.625,7380.75,5001.041666666667
2017-03-11,7191.5,53505.625,5933.708333333333,6872.208333333333,5027.375
2017-03-12,7135.416666666667,49030.802083333336,5337.958333333333,6307.708333333333,4886.708333333333
2017-03-13,8299.541666666666,61289.114583333336,5879.625,7355.166666666667,5186.583333333333
2017-03-14,8358.375,62697.59375,6175.5,7435.0,5090.416666666667
2017-03-15,8303.791666666666,62189.322916666664,6274.166666666667,7298.333333333333,4913.166666666667
2017-03-16,8130.958333333333,61630.0625,6323.541666666667,7258.541666666667,4871.875
2017-03-17,8007.958333333333,61457.40625,5956.708333333333,7238.125,4819.583333333333
2017-03-18,7196.833333333333,54427.333333333336,5638.208333333333,6808.125,4666.625
2017-03-19,6937.666666666667,50784.802083333336,5139.041666666667,6158.625,4560.541666666667
2017-03-20,7933.333333333333,61775.645833333336,5438.25,7049.0,4545.291666666667
2017-03-21,7946.541666666667,62887.583333333336,5455.541666666667,6926.5,4377.166666666667
2017-03-22,8208.166666666666,63466.864583333336,5329.833333333333,6778.291666666667,4214.083333333333
2017-03-23,8180.458333333333,62682.864583333336,5202.625,6783.25,4174.125
2017-03-24,7996.291666666667,61750.104166666664,5155.166666666667,6812.708333333333,4086.375
2017-03-25,6982.875,51668.447916666664,4631.875,6359.791666666667,4056.25
2017-03-26,6757.95652173913,46903.108695652176,4737.190476190476,6163.666666666667,4254.652173913043
2017-03-27,7925.958333333333,59842.46875,5175.458333333333,6936.083333333333,4565.583333333333
2017-03-28,7951.583333333333,60768.520833333336,5308.208333333333,6945.833333333333,4529.125
2017-03-29,7827.666666666667,59867.885416666664,5310.583333333333,6792.5,4433.916666666667
2017-03-30,7797.5,60433.104166666664,5333.208333333333,6820.583333333333,4370.458333333333
2017-03-31,7509.291666666667,59282.864583333336,5021.875,6790.875,4267.125
2017-04-01,6429.083333333333,49801.09375,4916.291666666667,6189.375,4074.9583333333335
2017-04-02,6244.333333333333,45264.020833333336,4809.333333333333,5588.041666666667,3859.5
2017-04-03,7558.083333333333,57939.208333333336,5430.375,6438.75,4034.5
2017-04-04,7735.083333333333,58886.447916666664,5454.291666666667,6815.208333333333,4230.666666666667
2017-04-05,7778.875,60449.270833333336,5560.708333333333,6925.5,4228.125
2017-04-06,7866.583333333333,60935.208333333336,5385.375,6904.5,4516.166666666667
2017-04-07,7952.541666666667,60283.270833333336,5507.333333333333,7073.333333333333,4580.666666666667
2017-04-08,6813.75,50280.833333333336,5119.708333333333,6585.041666666667,4503.083333333333
2017-04-09,6421.583333333333,45963.677083333336,4812.458333333333,5813.875,4144.833333333333
2017-04-10,7591.041666666667,59419.71875,5229.0,6732.791666666667,4317.041666666667
2017-04-11,7835.958333333333,60235.03125,5397.5,6823.375,4285.291666666667
2017-04-12,7972.791666666667,60939.71875,5253.625,6954.833333333333,4335.041666666667
2017-04-13,7836.708333333333,59460.583333333336,5068.333333333333,6892.208333333333,4291.833333333333
2017-04-14,6675.958333333333,47518.333333333336,4487.791666666667,6502.875,3989.875
2017-04-15,6386.166666666667,48574.927083333336,4771.666666666667,5908.0,4085.7916666666665
2017-04-16,6234.041666666667,44123.645833333336,4002.7916666666665,4982.041666666667,3766.375
2017-04-17,6207.958333333333,45006.895833333336,4216.5,5276.0,3979.0833333333335
2017-04-18,7934.125,59200.78125,4829.708333333333,6246.625,4341.0
2017-04-19,8293.791666666666,61361.052083333336,5001.833333333333,7202.166666666667,4872.0
2017-04-20,8348.25,61361.958333333336,4994.625,7321.833333333333,5039.708333333333
2017-04-21,8154.958333333333,61158.760416666664,5320.958333333333,7082.208333333333,5120.583333333333
2017-04-22,7144.458333333333,52768.979166666664,5341.166666666667,6680.708333333333,4868.208333333333
2017-04-23,6869.875,48075.5625,4919.0,6014.583333333333,4658.375
2017-04-24,7860.0,60632.53125,5267.25,6877.916666666667,4663.791666666667
2017-04-25,7897.875,61669.125,5494.333333333333,6964.041666666667,4414.333333333333
2017-04-26,8152.041666666667,61869.614583333336,5487.5,6820.916666666667,4127.8
2017-04-27,8156.625,61636.885416666664,5515.083333333333,6719.125,3964.0625
2017-04-28,8141.833333333333,60518.322916666664,5400.333333333333,6618.416666666667,4050.625
2017-04-29,6968.75,49805.541666666664,5170.916666666667,6180.833333333333,4135.5
2017-04-30,6450.125,46022.28125,4753.791666666667,5673.333333333333,3991.75
2017-05-01,6415.541666666667,46369.5625,4163.791666666667,5619.833333333333,3694.5833333333335
2017-05-02,7669.958333333333,60307.75,5069.166666666667,6294.333333333333,3736.3333333333335
2017-05-03,7681.208333333333,61489.03125,5536.833333333333,6460.833333333333,3873.25
2017-05-04,7685.375,62236.145833333336,5519.0,6441.208333333333,3886.6666666666665
2017-05-05,7578.416666666667,60099.666666666664,5404.416666666667,6541.166666666667,3959.375
2017-05-06,6419.125,50611.125,5185.041666666667,6155.833333333333,3817.3333333333335
2017-05-07,6052.375,46553.322916666664,4768.791666666667,5503.333333333333,3817.2083333333335
2017-05-08,6207.625,59438.0625,5399.875,6325.5,4010.4583333333335
2017-05-09,7598.875,59197.59375,5403.208333333333,6539.5,4084.9166666666665
2017-05-10,7681.0,58995.260416666664,5300.791666666667,6631.916666666667,4151.541666666667
2017-05-11,7525.291666666667,58748.739583333336,5685.125,6495.125,4063.2916666666665
2017-05-12,7366.625,58321.520833333336,5430.458333333333,6548.541666666667,3933.25
2017-05-13,6313.833333333333,49381.333333333336,5276.916666666667,6110.958333333333,3813.125
2017-05-14,6036.333333333333,44572.645833333336,4967.666666666667,5515.208333333333,3618.0833333333335
2017-05-15,7243.0,57319.614583333336,5341.833333333333,6257.583333333333,3790.875
2017-05-16,7309.75,59397.9375,5299.125,6435.625,3785.6666666666665
