,CZ,DE,GR,RO,RS
2015-10-29,7819.0,61939.34375,5228.75,7053.125,4822.916666666667
2015-10-30,7677.166666666667,61037.895833333336,5438.833333333333,7006.75,4789.625
2015-10-31,6505.833333333333,51154.489583333336,5298.458333333333,6589.125,4606.958333333333
2015-11-01,6542.916666666667,47659.572916666664,4984.041666666667,5974.958333333333,4565.25
2015-11-02,7877.208333333333,60811.927083333336,5380.083333333333,6955.833333333333,4883.291666666667
2015-11-03,8095.75,62582.25,5582.083333333333,7047.125,4946.5
2015-11-04,8215.25,62581.84375,5603.833333333333,7075.416666666667,4966.25
2015-11-05,8126.583333333333,61700.791666666664,5684.625,7079.5,5038.791666666667
2015-11-06,7961.958333333333,60940.5625,5580.791666666667,7156.041666666667,5019.916666666667
2015-11-07,6978.75,52756.822916666664,5365.5,6862.125,4893.75
2015-11-08,6591.541666666667,47941.427083333336,4995.458333333333,6197.958333333333,4639.583333333333
2015-11-09,7932.125,61698.625,5369.75,6959.666666666667,4708.25
2015-11-10,7837.708333333333,63254.5,5426.041666666667,7191.25,4601.75
2015-11-11,7877.0,62815.177083333336,5359.708333333333,7104.791666666667,4422.583333333333
2015-11-12,7902.125,62903.479166666664,5203.208333333333,6971.916666666667,4500.041666666667
2015-11-13,7744.625,62953.822916666664,5285.958333333333,6979.0,4577.666666666667
2015-11-14,6716.75,54218.802083333336,5222.75,6584.833333333333,4575.458333333333
2015-11-15,6705.125,50343.760416666664,4837.916666666667,5966.375,4529.291666666667
2015-11-16,7295.083333333333,62275.177083333336,5295.375,6887.25,4629.916666666667
2015-11-17,6930.916666666667,64189.177083333336,5433.333333333333,7060.083333333333,4656.083333333333
2015-11-18,7726.25,64053.020833333336,5524.791666666667,7141.0,4691.541666666667
2015-11-19,7865.166666666667,65050.625,5498.041666666667,7091.0,4732.708333333333
2015-11-20,7816.833333333333,63427.541666666664,5458.708333333333,7159.708333333333,4792.458333333333
2015-11-21,6726.708333333333,54786.760416666664,5227.708333333333,6583.583333333333,4545.291666666667
2015-11-22,6850.708333333333,51313.15625,4733.416666666667,6158.125,4569.75
2015-11-23,8300.791666666666,64315.645833333336,5180.625,7053.416666666667,5009.166666666667
2015-11-24,8561.833333333334,67215.72916666667,5373.166666666667,7455.083333333333,5182.0
2015-11-25,8677.75,66714.92708333333,5451.166666666667,7539.125,5270.958333333333
2015-11-26,8578.458333333334,65807.29166666667,5465.166666666667,7662.166666666667,5343.583333333333
2015-11-27,8395.125,64782.458333333336,5599.666666666667,7483.625,5393.166666666667
2015-11-28,7465.75,56652.864583333336,5436.375,7014.25,5238.958333333333
2015-11-29,7273.041666666667,52999.46875,5184.958333333333,6272.875,5078.333333333333
2015-11-30,8341.958333333334,65027.979166666664,5717.625,6375.541666666667,5243.0
